2020_01_08_16_41_10_1114349181 : -----------------------------------------
2020_01_08_16_41_10_1114349181 : https://finance.forumactif.com
2020_01_08_16_41_10_1114349181 : https://ichimokuscanner.000webhostapp.com
2020_01_08_16_41_10_1114349181 : Email: investdatasystems@yahoo.com
2020_01_08_16_41_10_1114349181 : -----------------------------------------
2020_01_08_16_41_10_1114349181 : Starting IchimokuUltimateScannerEA2020 5.3
2020_01_08_16_41_11_1114350195 : Running mode : Run Only Once.
2020_01_08_16_41_11_1114350288 : EURUSD : PREV japanese candlestick HAS CROSSED OVER kumo in M1 --- ASK/BUY = 1.11194 --- BID/SELL = 1.11192 --- KIJUN = 1.11221500
2020_01_08_16_41_11_1114350491 : EURUSD : PREV japanese candlestick HAS CROSSED UNDER kumo in M3 --- ASK/BUY = 1.11194 --- BID/SELL = 1.11192 --- KIJUN = 1.11200000
2020_01_08_16_41_20_1114359492 : AUDCHF : CURR japanese candlestick IS UNDER kumo in M3 --- ASK/BUY = 0.6655799999999999 --- BID/SELL = 0.66553 --- KIJUN = 0.66595500
2020_01_08_16_41_20_1114359601 : AUDCHF : PREV japanese candlestick IS UNDER kumo in M4 --- ASK/BUY = 0.66556 --- BID/SELL = 0.66552 --- KIJUN = 0.66610500
2020_01_08_16_41_20_1114359601 : AUDCHF : CURR japanese candlestick IS UNDER kumo in M4 --- ASK/BUY = 0.66556 --- BID/SELL = 0.66552 --- KIJUN = 0.66610500
2020_01_08_16_41_20_1114359695 : AUDCHF : PREV japanese candlestick IS UNDER kumo in M5 --- ASK/BUY = 0.66556 --- BID/SELL = 0.66552 --- KIJUN = 0.66613000
2020_01_08_16_41_20_1114359695 : AUDCHF : CURR japanese candlestick IS UNDER kumo in M5 --- ASK/BUY = 0.66556 --- BID/SELL = 0.66552 --- KIJUN = 0.66613000
2020_01_08_16_41_20_1114359789 : AUDCHF : PREV japanese candlestick IS UNDER kumo in M6 --- ASK/BUY = 0.66556 --- BID/SELL = 0.6655 --- KIJUN = 0.66669500
2020_01_08_16_41_20_1114359789 : AUDCHF : CURR japanese candlestick IS UNDER kumo in M6 --- ASK/BUY = 0.66556 --- BID/SELL = 0.6655 --- KIJUN = 0.66669500
2020_01_08_16_41_21_1114359898 : AUDCHF : PREV japanese candlestick IS UNDER kumo in M10 --- ASK/BUY = 0.66555 --- BID/SELL = 0.6655 --- KIJUN = 0.66683500
2020_01_08_16_41_21_1114359898 : AUDCHF : CURR japanese candlestick IS UNDER kumo in M10 --- ASK/BUY = 0.66555 --- BID/SELL = 0.6655 --- KIJUN = 0.66683500
2020_01_08_16_41_21_1114360303 : AUDCHF : PREV japanese candlestick IS UNDER kumo in H1 --- ASK/BUY = 0.66555 --- BID/SELL = 0.6655 --- KIJUN = 0.66525000
2020_01_08_16_41_21_1114360303 : AUDCHF : CURR japanese candlestick IS UNDER kumo in H1 --- ASK/BUY = 0.66555 --- BID/SELL = 0.6655 --- KIJUN = 0.66525000
2020_01_08_16_41_21_1114360397 : AUDCHF : PREV japanese candlestick IS UNDER kumo in H2 --- ASK/BUY = 0.66555 --- BID/SELL = 0.6655 --- KIJUN = 0.66821500
2020_01_08_16_41_21_1114360397 : AUDCHF : CURR japanese candlestick IS UNDER kumo in H2 --- ASK/BUY = 0.66555 --- BID/SELL = 0.6655 --- KIJUN = 0.66821500
2020_01_08_16_41_21_1114360491 : AUDCHF : PREV japanese candlestick IS UNDER kumo in H3 --- ASK/BUY = 0.66555 --- BID/SELL = 0.6655 --- KIJUN = 0.66941000
2020_01_08_16_41_21_1114360491 : AUDCHF : CURR japanese candlestick IS UNDER kumo in H3 --- ASK/BUY = 0.66555 --- BID/SELL = 0.6655 --- KIJUN = 0.66941000
2020_01_08_16_41_21_1114360600 : AUDCHF : PREV japanese candlestick IS UNDER kumo in H4 --- ASK/BUY = 0.66554 --- BID/SELL = 0.6655 --- KIJUN = 0.67079000
2020_01_08_16_41_21_1114360600 : AUDCHF : CURR japanese candlestick IS UNDER kumo in H4 --- ASK/BUY = 0.66554 --- BID/SELL = 0.6655 --- KIJUN = 0.67079000
2020_01_08_16_41_21_1114360693 : AUDCHF : PREV japanese candlestick IS UNDER kumo in H6 --- ASK/BUY = 0.66554 --- BID/SELL = 0.6655 --- KIJUN = 0.67177500
2020_01_08_16_41_21_1114360693 : AUDCHF : CURR japanese candlestick IS UNDER kumo in H6 --- ASK/BUY = 0.66554 --- BID/SELL = 0.6655 --- KIJUN = 0.67177500
2020_01_08_16_41_21_1114360803 : AUDCHF : PREV japanese candlestick IS UNDER kumo in H8 --- ASK/BUY = 0.66554 --- BID/SELL = 0.6655 --- KIJUN = 0.67210000
2020_01_08_16_41_21_1114360803 : AUDCHF : CURR japanese candlestick IS UNDER kumo in H8 --- ASK/BUY = 0.66554 --- BID/SELL = 0.6655 --- KIJUN = 0.67210000
2020_01_08_16_41_22_1114360896 : AUDCHF : PREV japanese candlestick IS UNDER kumo in H12 --- ASK/BUY = 0.66554 --- BID/SELL = 0.6655 --- KIJUN = 0.67210000
2020_01_08_16_41_22_1114360896 : AUDCHF : CURR japanese candlestick IS UNDER kumo in H12 --- ASK/BUY = 0.66554 --- BID/SELL = 0.6655 --- KIJUN = 0.67210000
2020_01_08_16_41_22_1114361005 : AUDCHF : PREV japanese candlestick IS UNDER kumo in D1 --- ASK/BUY = 0.66554 --- BID/SELL = 0.6655 --- KIJUN = 0.67304000
2020_01_08_16_41_22_1114361005 : AUDCHF : CURR japanese candlestick IS UNDER kumo in D1 --- ASK/BUY = 0.66554 --- BID/SELL = 0.6655 --- KIJUN = 0.67304000
2020_01_08_16_41_22_1114361005 : *
2020_01_08_16_41_22_1114361099 : AUDJPY : PREV japanese candlestick IS UNDER kumo in M1 --- ASK/BUY = 74.575 --- BID/SELL = 74.56699999999999 --- KIJUN = 74.60600000
2020_01_08_16_41_22_1114361099 : AUDJPY : CURR japanese candlestick IS UNDER kumo in M1 --- ASK/BUY = 74.575 --- BID/SELL = 74.56699999999999 --- KIJUN = 74.60600000
2020_01_08_16_41_22_1114361208 : AUDJPY : PREV japanese candlestick IS UNDER kumo in M2 --- ASK/BUY = 74.575 --- BID/SELL = 74.56699999999999 --- KIJUN = 74.60600000
2020_01_08_16_41_22_1114361208 : AUDJPY : CURR japanese candlestick IS UNDER kumo in M2 --- ASK/BUY = 74.575 --- BID/SELL = 74.56699999999999 --- KIJUN = 74.60600000
2020_01_08_16_41_22_1114361302 : AUDJPY : PREV japanese candlestick IS UNDER kumo in M3 --- ASK/BUY = 74.574 --- BID/SELL = 74.566 --- KIJUN = 74.60600000
2020_01_08_16_41_22_1114361302 : AUDJPY : CURR japanese candlestick IS UNDER kumo in M3 --- ASK/BUY = 74.574 --- BID/SELL = 74.566 --- KIJUN = 74.60600000
2020_01_08_16_41_22_1114361395 : AUDJPY : CURR japanese candlestick IS UNDER kumo in M4 --- ASK/BUY = 74.574 --- BID/SELL = 74.566 --- KIJUN = 74.60950000
2020_01_08_16_41_22_1114361395 : AUDJPY : PREV japanese candlestick HAS CROSSED UNDER kumo in M4 --- ASK/BUY = 74.574 --- BID/SELL = 74.566 --- KIJUN = 74.60950000
2020_01_08_16_41_22_1114361505 : AUDJPY : PREV japanese candlestick IS UNDER kumo in M5 --- ASK/BUY = 74.574 --- BID/SELL = 74.566 --- KIJUN = 74.60750000
2020_01_08_16_41_22_1114361505 : AUDJPY : CURR japanese candlestick IS UNDER kumo in M5 --- ASK/BUY = 74.574 --- BID/SELL = 74.566 --- KIJUN = 74.60750000
2020_01_08_16_41_22_1114361598 : AUDJPY : CURR japanese candlestick HAS CROSSED UNDER kumo in M6 --- ASK/BUY = 74.575 --- BID/SELL = 74.568 --- KIJUN = 74.63350000
2020_01_08_16_41_22_1114361707 : AUDJPY : PREV japanese candlestick IS OVER kumo in M10 --- ASK/BUY = 74.575 --- BID/SELL = 74.568 --- KIJUN = 74.60250000
2020_01_08_16_41_22_1114361707 : AUDJPY : CURR japanese candlestick IS OVER kumo in M10 --- ASK/BUY = 74.575 --- BID/SELL = 74.568 --- KIJUN = 74.60250000
2020_01_08_16_41_22_1114361801 : AUDJPY : PREV japanese candlestick IS OVER kumo in M12 --- ASK/BUY = 74.575 --- BID/SELL = 74.568 --- KIJUN = 74.59050000
2020_01_08_16_41_22_1114361801 : AUDJPY : CURR japanese candlestick IS OVER kumo in M12 --- ASK/BUY = 74.575 --- BID/SELL = 74.568 --- KIJUN = 74.59050000
2020_01_08_16_41_23_1114361910 : AUDJPY : PREV japanese candlestick IS OVER kumo in M15 --- ASK/BUY = 74.575 --- BID/SELL = 74.568 --- KIJUN = 74.59050000
2020_01_08_16_41_23_1114361910 : AUDJPY : CURR japanese candlestick IS OVER kumo in M15 --- ASK/BUY = 74.575 --- BID/SELL = 74.568 --- KIJUN = 74.59050000
2020_01_08_16_41_23_1114362004 : AUDJPY : PREV japanese candlestick IS OVER kumo in M30 --- ASK/BUY = 74.575 --- BID/SELL = 74.568 --- KIJUN = 74.43900000
2020_01_08_16_41_23_1114362004 : AUDJPY : CURR japanese candlestick IS OVER kumo in M30 --- ASK/BUY = 74.575 --- BID/SELL = 74.568 --- KIJUN = 74.43900000
2020_01_08_16_41_23_1114362097 : AUDJPY : PREV japanese candlestick IS UNDER kumo in H1 --- ASK/BUY = 74.57599999999999 --- BID/SELL = 74.569 --- KIJUN = 74.24550000
2020_01_08_16_41_23_1114362097 : AUDJPY : CURR japanese candlestick IS UNDER kumo in H1 --- ASK/BUY = 74.57599999999999 --- BID/SELL = 74.569 --- KIJUN = 74.24550000
2020_01_08_16_41_23_1114362207 : AUDJPY : PREV japanese candlestick IS UNDER kumo in H2 --- ASK/BUY = 74.57599999999999 --- BID/SELL = 74.569 --- KIJUN = 74.51300000
2020_01_08_16_41_23_1114362207 : AUDJPY : CURR japanese candlestick IS UNDER kumo in H2 --- ASK/BUY = 74.57599999999999 --- BID/SELL = 74.569 --- KIJUN = 74.51300000
2020_01_08_16_41_23_1114362300 : AUDJPY : PREV japanese candlestick IS UNDER kumo in H3 --- ASK/BUY = 74.57599999999999 --- BID/SELL = 74.569 --- KIJUN = 74.51300000
2020_01_08_16_41_23_1114362300 : AUDJPY : CURR japanese candlestick IS UNDER kumo in H3 --- ASK/BUY = 74.57599999999999 --- BID/SELL = 74.569 --- KIJUN = 74.51300000
2020_01_08_16_41_23_1114362409 : AUDJPY : PREV japanese candlestick IS UNDER kumo in H4 --- ASK/BUY = 74.57599999999999 --- BID/SELL = 74.569 --- KIJUN = 74.97200000
2020_01_08_16_41_23_1114362409 : AUDJPY : CURR japanese candlestick IS UNDER kumo in H4 --- ASK/BUY = 74.57599999999999 --- BID/SELL = 74.569 --- KIJUN = 74.97200000
2020_01_08_16_41_23_1114362503 : AUDJPY : PREV japanese candlestick IS UNDER kumo in H6 --- ASK/BUY = 74.57599999999999 --- BID/SELL = 74.569 --- KIJUN = 75.09450000
2020_01_08_16_41_23_1114362503 : AUDJPY : CURR japanese candlestick IS UNDER kumo in H6 --- ASK/BUY = 74.57599999999999 --- BID/SELL = 74.569 --- KIJUN = 75.09450000
2020_01_08_16_41_23_1114362612 : AUDJPY : PREV japanese candlestick IS UNDER kumo in H8 --- ASK/BUY = 74.57599999999999 --- BID/SELL = 74.569 --- KIJUN = 75.14950000
2020_01_08_16_41_23_1114362612 : AUDJPY : CURR japanese candlestick IS UNDER kumo in H8 --- ASK/BUY = 74.57599999999999 --- BID/SELL = 74.569 --- KIJUN = 75.14950000
2020_01_08_16_41_23_1114362706 : AUDJPY : PREV japanese candlestick IS UNDER kumo in H12 --- ASK/BUY = 74.57599999999999 --- BID/SELL = 74.569 --- KIJUN = 75.14950000
2020_01_08_16_41_23_1114362706 : AUDJPY : CURR japanese candlestick IS UNDER kumo in H12 --- ASK/BUY = 74.57599999999999 --- BID/SELL = 74.569 --- KIJUN = 75.14950000
2020_01_08_16_41_23_1114362799 : AUDJPY : PREV japanese candlestick IS OVER kumo in D1 --- ASK/BUY = 74.57599999999999 --- BID/SELL = 74.569 --- KIJUN = 75.14950000
2020_01_08_16_41_23_1114362799 : AUDJPY : CURR japanese candlestick IS OVER kumo in D1 --- ASK/BUY = 74.57599999999999 --- BID/SELL = 74.569 --- KIJUN = 75.14950000
2020_01_08_16_41_23_1114362815 : *
2020_01_08_16_41_24_1114363002 : AUDNZD : PREV japanese candlestick IS OVER kumo in M2 --- ASK/BUY = 1.03398 --- BID/SELL = 1.03387 --- KIJUN = 1.03399000
2020_01_08_16_41_24_1114363002 : AUDNZD : CURR japanese candlestick IS OVER kumo in M2 --- ASK/BUY = 1.03398 --- BID/SELL = 1.03387 --- KIJUN = 1.03399000
2020_01_08_16_41_24_1114363111 : AUDNZD : PREV japanese candlestick IS OVER kumo in M3 --- ASK/BUY = 1.03397 --- BID/SELL = 1.03386 --- KIJUN = 1.03385000
2020_01_08_16_41_24_1114363111 : AUDNZD : CURR japanese candlestick IS OVER kumo in M3 --- ASK/BUY = 1.03397 --- BID/SELL = 1.03386 --- KIJUN = 1.03385000
2020_01_08_16_41_24_1114363205 : AUDNZD : PREV japanese candlestick IS OVER kumo in M4 --- ASK/BUY = 1.03397 --- BID/SELL = 1.03386 --- KIJUN = 1.03377000
2020_01_08_16_41_24_1114363205 : AUDNZD : CURR japanese candlestick IS OVER kumo in M4 --- ASK/BUY = 1.03397 --- BID/SELL = 1.03386 --- KIJUN = 1.03377000
2020_01_08_16_41_24_1114363314 : AUDNZD : PREV japanese candlestick IS OVER kumo in M5 --- ASK/BUY = 1.03397 --- BID/SELL = 1.03386 --- KIJUN = 1.03346500
2020_01_08_16_41_24_1114363314 : AUDNZD : CURR japanese candlestick IS OVER kumo in M5 --- ASK/BUY = 1.03397 --- BID/SELL = 1.03386 --- KIJUN = 1.03346500
2020_01_08_16_41_24_1114363408 : AUDNZD : PREV japanese candlestick IS OVER kumo in M6 --- ASK/BUY = 1.03397 --- BID/SELL = 1.03386 --- KIJUN = 1.03346500
2020_01_08_16_41_24_1114363408 : AUDNZD : CURR japanese candlestick IS OVER kumo in M6 --- ASK/BUY = 1.03397 --- BID/SELL = 1.03386 --- KIJUN = 1.03346500
2020_01_08_16_41_24_1114363501 : AUDNZD : PREV japanese candlestick IS OVER kumo in M10 --- ASK/BUY = 1.03397 --- BID/SELL = 1.03386 --- KIJUN = 1.03346500
2020_01_08_16_41_24_1114363501 : AUDNZD : CURR japanese candlestick IS OVER kumo in M10 --- ASK/BUY = 1.03397 --- BID/SELL = 1.03386 --- KIJUN = 1.03346500
2020_01_08_16_41_24_1114363611 : AUDNZD : PREV japanese candlestick IS OVER kumo in M12 --- ASK/BUY = 1.03397 --- BID/SELL = 1.03386 --- KIJUN = 1.03306000
2020_01_08_16_41_24_1114363813 : AUDNZD : PREV japanese candlestick IS UNDER kumo in M30 --- ASK/BUY = 1.03398 --- BID/SELL = 1.03387 --- KIJUN = 1.03360000
2020_01_08_16_41_24_1114363813 : AUDNZD : CURR japanese candlestick IS UNDER kumo in M30 --- ASK/BUY = 1.03398 --- BID/SELL = 1.03387 --- KIJUN = 1.03360000
2020_01_08_16_41_25_1114363907 : AUDNZD : PREV japanese candlestick IS UNDER kumo in H1 --- ASK/BUY = 1.03398 --- BID/SELL = 1.03387 --- KIJUN = 1.03386000
2020_01_08_16_41_25_1114363907 : AUDNZD : CURR japanese candlestick IS UNDER kumo in H1 --- ASK/BUY = 1.03398 --- BID/SELL = 1.03387 --- KIJUN = 1.03386000
2020_01_08_16_41_25_1114364016 : AUDNZD : PREV japanese candlestick IS UNDER kumo in H2 --- ASK/BUY = 1.03398 --- BID/SELL = 1.03387 --- KIJUN = 1.03659000
2020_01_08_16_41_25_1114364016 : AUDNZD : CURR japanese candlestick IS UNDER kumo in H2 --- ASK/BUY = 1.03398 --- BID/SELL = 1.03387 --- KIJUN = 1.03659000
2020_01_08_16_41_25_1114364110 : AUDNZD : PREV japanese candlestick IS UNDER kumo in H3 --- ASK/BUY = 1.03398 --- BID/SELL = 1.03387 --- KIJUN = 1.03784000
2020_01_08_16_41_25_1114364110 : AUDNZD : CURR japanese candlestick IS UNDER kumo in H3 --- ASK/BUY = 1.03398 --- BID/SELL = 1.03387 --- KIJUN = 1.03784000
2020_01_08_16_41_25_1114364203 : AUDNZD : PREV japanese candlestick IS UNDER kumo in H4 --- ASK/BUY = 1.03394 --- BID/SELL = 1.03387 --- KIJUN = 1.03825500
2020_01_08_16_41_25_1114364203 : AUDNZD : CURR japanese candlestick IS UNDER kumo in H4 --- ASK/BUY = 1.03394 --- BID/SELL = 1.03387 --- KIJUN = 1.03825500
2020_01_08_16_41_25_1114364313 : AUDNZD : PREV japanese candlestick IS UNDER kumo in H6 --- ASK/BUY = 1.03394 --- BID/SELL = 1.03387 --- KIJUN = 1.03825500
2020_01_08_16_41_25_1114364313 : AUDNZD : CURR japanese candlestick IS UNDER kumo in H6 --- ASK/BUY = 1.03394 --- BID/SELL = 1.03387 --- KIJUN = 1.03825500
2020_01_08_16_41_25_1114364406 : AUDNZD : PREV japanese candlestick IS UNDER kumo in H8 --- ASK/BUY = 1.03394 --- BID/SELL = 1.03387 --- KIJUN = 1.03825500
2020_01_08_16_41_25_1114364406 : AUDNZD : CURR japanese candlestick IS UNDER kumo in H8 --- ASK/BUY = 1.03394 --- BID/SELL = 1.03387 --- KIJUN = 1.03825500
2020_01_08_16_41_25_1114364515 : AUDNZD : PREV japanese candlestick IS UNDER kumo in H12 --- ASK/BUY = 1.03394 --- BID/SELL = 1.03387 --- KIJUN = 1.03906500
2020_01_08_16_41_25_1114364515 : AUDNZD : CURR japanese candlestick IS UNDER kumo in H12 --- ASK/BUY = 1.03394 --- BID/SELL = 1.03387 --- KIJUN = 1.03906500
2020_01_08_16_41_25_1114364609 : AUDNZD : PREV japanese candlestick IS UNDER kumo in D1 --- ASK/BUY = 1.03394 --- BID/SELL = 1.03387 --- KIJUN = 1.04212000
2020_01_08_16_41_25_1114364609 : AUDNZD : CURR japanese candlestick IS UNDER kumo in D1 --- ASK/BUY = 1.03394 --- BID/SELL = 1.03387 --- KIJUN = 1.04212000
2020_01_08_16_41_25_1114364609 : *
2020_01_08_16_41_25_1114364718 : AUDUSD : PREV japanese candlestick IS UNDER kumo in M1 --- ASK/BUY = 0.68599 --- BID/SELL = 0.68596 --- KIJUN = 0.68629500
2020_01_08_16_41_25_1114364718 : AUDUSD : CURR japanese candlestick IS UNDER kumo in M1 --- ASK/BUY = 0.68599 --- BID/SELL = 0.68596 --- KIJUN = 0.68629500
2020_01_08_16_41_25_1114364812 : AUDUSD : PREV japanese candlestick IS UNDER kumo in M2 --- ASK/BUY = 0.68599 --- BID/SELL = 0.68596 --- KIJUN = 0.68640500
2020_01_08_16_41_25_1114364812 : AUDUSD : CURR japanese candlestick IS UNDER kumo in M2 --- ASK/BUY = 0.68599 --- BID/SELL = 0.68596 --- KIJUN = 0.68640500
2020_01_08_16_41_26_1114364905 : AUDUSD : PREV japanese candlestick IS UNDER kumo in M3 --- ASK/BUY = 0.68599 --- BID/SELL = 0.68596 --- KIJUN = 0.68631500
2020_01_08_16_41_26_1114364905 : AUDUSD : CURR japanese candlestick IS UNDER kumo in M3 --- ASK/BUY = 0.68599 --- BID/SELL = 0.68596 --- KIJUN = 0.68631500
2020_01_08_16_41_26_1114365015 : AUDUSD : PREV japanese candlestick IS UNDER kumo in M4 --- ASK/BUY = 0.68599 --- BID/SELL = 0.68596 --- KIJUN = 0.68631500
2020_01_08_16_41_26_1114365015 : AUDUSD : CURR japanese candlestick IS UNDER kumo in M4 --- ASK/BUY = 0.68599 --- BID/SELL = 0.68596 --- KIJUN = 0.68631500
2020_01_08_16_41_26_1114365108 : AUDUSD : PREV japanese candlestick IS UNDER kumo in M5 --- ASK/BUY = 0.68597 --- BID/SELL = 0.68596 --- KIJUN = 0.68631500
2020_01_08_16_41_26_1114365108 : AUDUSD : CURR japanese candlestick IS UNDER kumo in M5 --- ASK/BUY = 0.68597 --- BID/SELL = 0.68596 --- KIJUN = 0.68631500
2020_01_08_16_41_26_1114365217 : AUDUSD : PREV japanese candlestick IS UNDER kumo in M6 --- ASK/BUY = 0.68597 --- BID/SELL = 0.68596 --- KIJUN = 0.68652000
2020_01_08_16_41_26_1114365217 : AUDUSD : CURR japanese candlestick IS UNDER kumo in M6 --- ASK/BUY = 0.68597 --- BID/SELL = 0.68596 --- KIJUN = 0.68652000
2020_01_08_16_41_26_1114365311 : AUDUSD : PREV japanese candlestick IS UNDER kumo in M10 --- ASK/BUY = 0.68597 --- BID/SELL = 0.68596 --- KIJUN = 0.68652000
2020_01_08_16_41_26_1114365311 : AUDUSD : CURR japanese candlestick IS UNDER kumo in M10 --- ASK/BUY = 0.68597 --- BID/SELL = 0.68596 --- KIJUN = 0.68652000
2020_01_08_16_41_26_1114365405 : AUDUSD : PREV japanese candlestick IS UNDER kumo in M12 --- ASK/BUY = 0.68597 --- BID/SELL = 0.68596 --- KIJUN = 0.68675000
2020_01_08_16_41_26_1114365405 : AUDUSD : CURR japanese candlestick IS UNDER kumo in M12 --- ASK/BUY = 0.68597 --- BID/SELL = 0.68596 --- KIJUN = 0.68675000
2020_01_08_16_41_26_1114365514 : AUDUSD : PREV japanese candlestick IS UNDER kumo in M15 --- ASK/BUY = 0.68597 --- BID/SELL = 0.68596 --- KIJUN = 0.68689000
2020_01_08_16_41_26_1114365514 : AUDUSD : CURR japanese candlestick IS UNDER kumo in M15 --- ASK/BUY = 0.68597 --- BID/SELL = 0.68596 --- KIJUN = 0.68689000
2020_01_08_16_41_26_1114365607 : AUDUSD : CURR japanese candlestick HAS CROSSED UNDER kumo in M30 --- ASK/BUY = 0.68597 --- BID/SELL = 0.68596 --- KIJUN = 0.68714500
2020_01_08_16_41_26_1114365717 : AUDUSD : PREV japanese candlestick IS UNDER kumo in H1 --- ASK/BUY = 0.68597 --- BID/SELL = 0.68596 --- KIJUN = 0.68677000
2020_01_08_16_41_26_1114365717 : AUDUSD : CURR japanese candlestick IS UNDER kumo in H1 --- ASK/BUY = 0.68597 --- BID/SELL = 0.68596 --- KIJUN = 0.68677000
2020_01_08_16_41_26_1114365810 : AUDUSD : PREV japanese candlestick IS UNDER kumo in H2 --- ASK/BUY = 0.68597 --- BID/SELL = 0.68596 --- KIJUN = 0.69021500
2020_01_08_16_41_26_1114365810 : AUDUSD : CURR japanese candlestick IS UNDER kumo in H2 --- ASK/BUY = 0.68597 --- BID/SELL = 0.68596 --- KIJUN = 0.69021500
2020_01_08_16_41_27_1114365919 : AUDUSD : PREV japanese candlestick IS UNDER kumo in H3 --- ASK/BUY = 0.68597 --- BID/SELL = 0.6859499999999999 --- KIJUN = 0.69076000
2020_01_08_16_41_27_1114365919 : AUDUSD : CURR japanese candlestick IS UNDER kumo in H3 --- ASK/BUY = 0.68597 --- BID/SELL = 0.6859499999999999 --- KIJUN = 0.69076000
2020_01_08_16_41_27_1114366013 : AUDUSD : PREV japanese candlestick IS UNDER kumo in H4 --- ASK/BUY = 0.68597 --- BID/SELL = 0.6859499999999999 --- KIJUN = 0.69266000
2020_01_08_16_41_27_1114366013 : AUDUSD : CURR japanese candlestick IS UNDER kumo in H4 --- ASK/BUY = 0.68597 --- BID/SELL = 0.6859499999999999 --- KIJUN = 0.69266000
2020_01_08_16_41_27_1114366107 : AUDUSD : PREV japanese candlestick IS UNDER kumo in H6 --- ASK/BUY = 0.68597 --- BID/SELL = 0.6859499999999999 --- KIJUN = 0.69409000
2020_01_08_16_41_27_1114366107 : AUDUSD : CURR japanese candlestick IS UNDER kumo in H6 --- ASK/BUY = 0.68597 --- BID/SELL = 0.6859499999999999 --- KIJUN = 0.69409000
2020_01_08_16_41_27_1114366309 : AUDUSD : PREV japanese candlestick IS OVER kumo in H12 --- ASK/BUY = 0.68597 --- BID/SELL = 0.6859499999999999 --- KIJUN = 0.69401500
2020_01_08_16_41_27_1114366419 : AUDUSD : PREV japanese candlestick IS OVER kumo in D1 --- ASK/BUY = 0.68597 --- BID/SELL = 0.6859499999999999 --- KIJUN = 0.68966000
2020_01_08_16_41_27_1114366419 : AUDUSD : CURR japanese candlestick IS OVER kumo in D1 --- ASK/BUY = 0.68597 --- BID/SELL = 0.6859499999999999 --- KIJUN = 0.68966000
2020_01_08_16_41_27_1114366419 : *
2020_01_08_16_41_27_1114366512 : CADCHF : PREV japanese candlestick IS UNDER kumo in M1 --- ASK/BUY = 0.74531 --- BID/SELL = 0.74525 --- KIJUN = 0.74550500
2020_01_08_16_41_27_1114366512 : CADCHF : CURR japanese candlestick IS UNDER kumo in M1 --- ASK/BUY = 0.74531 --- BID/SELL = 0.74525 --- KIJUN = 0.74550500
2020_01_08_16_41_27_1114366621 : CADCHF : PREV japanese candlestick IS UNDER kumo in M2 --- ASK/BUY = 0.74531 --- BID/SELL = 0.74525 --- KIJUN = 0.74550500
2020_01_08_16_41_27_1114366621 : CADCHF : CURR japanese candlestick IS UNDER kumo in M2 --- ASK/BUY = 0.74531 --- BID/SELL = 0.74525 --- KIJUN = 0.74550500
2020_01_08_16_41_27_1114366715 : CADCHF : PREV japanese candlestick IS UNDER kumo in M3 --- ASK/BUY = 0.74531 --- BID/SELL = 0.74525 --- KIJUN = 0.74554500
2020_01_08_16_41_27_1114366715 : CADCHF : CURR japanese candlestick IS UNDER kumo in M3 --- ASK/BUY = 0.74531 --- BID/SELL = 0.74525 --- KIJUN = 0.74554500
2020_01_08_16_41_27_1114366809 : CADCHF : PREV japanese candlestick IS UNDER kumo in M4 --- ASK/BUY = 0.74531 --- BID/SELL = 0.74525 --- KIJUN = 0.74562000
2020_01_08_16_41_27_1114366809 : CADCHF : CURR japanese candlestick IS UNDER kumo in M4 --- ASK/BUY = 0.74531 --- BID/SELL = 0.74525 --- KIJUN = 0.74562000
2020_01_08_16_41_28_1114366918 : CADCHF : PREV japanese candlestick IS UNDER kumo in M5 --- ASK/BUY = 0.74531 --- BID/SELL = 0.74525 --- KIJUN = 0.74575000
2020_01_08_16_41_28_1114366918 : CADCHF : CURR japanese candlestick IS UNDER kumo in M5 --- ASK/BUY = 0.74531 --- BID/SELL = 0.74525 --- KIJUN = 0.74575000
2020_01_08_16_41_28_1114367011 : CADCHF : PREV japanese candlestick IS UNDER kumo in M6 --- ASK/BUY = 0.74531 --- BID/SELL = 0.74525 --- KIJUN = 0.74610000
2020_01_08_16_41_28_1114367011 : CADCHF : CURR japanese candlestick IS UNDER kumo in M6 --- ASK/BUY = 0.74531 --- BID/SELL = 0.74525 --- KIJUN = 0.74610000
2020_01_08_16_41_28_1114367121 : CADCHF : PREV japanese candlestick IS UNDER kumo in M10 --- ASK/BUY = 0.74531 --- BID/SELL = 0.74525 --- KIJUN = 0.74637500
2020_01_08_16_41_28_1114367121 : CADCHF : CURR japanese candlestick IS UNDER kumo in M10 --- ASK/BUY = 0.74531 --- BID/SELL = 0.74525 --- KIJUN = 0.74637500
2020_01_08_16_41_28_1114367214 : CADCHF : PREV japanese candlestick IS UNDER kumo in M12 --- ASK/BUY = 0.74531 --- BID/SELL = 0.74525 --- KIJUN = 0.74637500
2020_01_08_16_41_28_1114367214 : CADCHF : CURR japanese candlestick IS UNDER kumo in M12 --- ASK/BUY = 0.74531 --- BID/SELL = 0.74525 --- KIJUN = 0.74637500
2020_01_08_16_41_28_1114367214 : CADCHF : PREV japanese candlestick IS UNDER kumo in M15 --- ASK/BUY = 0.74531 --- BID/SELL = 0.74525 --- KIJUN = 0.74647000
2020_01_08_16_41_28_1114367214 : CADCHF : CURR japanese candlestick IS UNDER kumo in M15 --- ASK/BUY = 0.74531 --- BID/SELL = 0.74525 --- KIJUN = 0.74647000
